model,batch_size,sequence_length,result
MiniLM_multilingual,2,2,1864
MiniLM_multilingual,2,4,1864
MiniLM_multilingual,2,8,1864
MiniLM_multilingual,2,16,1864
MiniLM_multilingual,2,32,1864
MiniLM_multilingual,2,64,1866
MiniLM_multilingual,2,128,1866
MiniLM_multilingual,2,256,1890
MiniLM_multilingual,2,512,1932
MiniLM_multilingual,4,1,1864
MiniLM_multilingual,4,2,1864
MiniLM_multilingual,4,4,1864
MiniLM_multilingual,4,8,1864
MiniLM_multilingual,4,16,1864
MiniLM_multilingual,4,32,1866
MiniLM_multilingual,4,64,1868
MiniLM_multilingual,4,128,1890
MiniLM_multilingual,4,256,1908
MiniLM_multilingual,4,512,2000
MiniLM_multilingual,8,1,1864
MiniLM_multilingual,8,2,1864
MiniLM_multilingual,8,4,1864
MiniLM_multilingual,8,8,1864
MiniLM_multilingual,8,16,1866
MiniLM_multilingual,8,32,1868
MiniLM_multilingual,8,64,1890
MiniLM_multilingual,8,128,1884
MiniLM_multilingual,8,256,1952
MiniLM_multilingual,8,512,2116
MiniLM_multilingual,16,1,1864
MiniLM_multilingual,16,2,1864
MiniLM_multilingual,16,4,1864
MiniLM_multilingual,16,8,1866
MiniLM_multilingual,16,16,1866
MiniLM_multilingual,16,32,1892
MiniLM_multilingual,16,64,1884
MiniLM_multilingual,16,128,1928
MiniLM_multilingual,16,256,2020
MiniLM_multilingual,16,512,2332
MiniLM_multilingual,32,1,1864
MiniLM_multilingual,32,2,1864
MiniLM_multilingual,32,4,1866
MiniLM_multilingual,32,8,1866
MiniLM_multilingual,32,16,1890
MiniLM_multilingual,32,32,1884
MiniLM_multilingual,32,64,1916
MiniLM_multilingual,32,128,1972
MiniLM_multilingual,32,256,2140
MiniLM_multilingual,32,512,2800
mBERT_cased,1,1,2136
mBERT_cased,1,2,2136
mBERT_cased,1,4,2136
mBERT_cased,1,8,2136
mBERT_cased,1,16,2136
mBERT_cased,1,32,2138
mBERT_cased,1,64,2168
mBERT_cased,1,128,2200
mBERT_cased,1,256,2260
mBERT_cased,1,512,2382
mBERT_cased,2,1,2136
mBERT_cased,2,2,2136
mBERT_cased,2,4,2136
mBERT_cased,2,8,2136
mBERT_cased,2,16,2138
mBERT_cased,2,32,2168
mBERT_cased,2,64,2200
mBERT_cased,2,128,2260
mBERT_cased,2,256,2370
mBERT_cased,2,512,2696
mBERT_cased,4,1,2136
mBERT_cased,4,2,2136
mBERT_cased,4,4,2136
mBERT_cased,4,8,2138
mBERT_cased,4,16,2168
mBERT_cased,4,32,2200
mBERT_cased,4,64,2262
mBERT_cased,4,128,2370
mBERT_cased,4,256,2636
mBERT_cased,4,512,3206
mBERT_cased,8,1,2136
mBERT_cased,8,2,2136
mBERT_cased,8,4,2138
mBERT_cased,8,8,2168
mBERT_cased,8,16,2198
mBERT_cased,8,32,2260
mBERT_cased,8,64,2370
mBERT_cased,8,128,2636
mBERT_cased,8,256,3158
mBERT_cased,8,512,4268
mBERT_cased,16,1,2136
mBERT_cased,16,2,2138
mBERT_cased,16,4,2168
mBERT_cased,16,8,2198
mBERT_cased,16,16,2260
mBERT_cased,16,32,2372
mBERT_cased,16,64,2648
mBERT_cased,16,128,3170
mBERT_cased,16,256,4172
mBERT_cased,16,512,6424
mBERT_cased,32,1,2138
mBERT_cased,32,2,2168
mBERT_cased,32,4,2198
mBERT_cased,32,8,2260
mBERT_cased,32,16,2370
mBERT_cased,32,32,2648
mBERT_cased,32,64,3158
mBERT_cased,32,128,4208
mBERT_cased,32,256,6232
mBERT_cased,32,512,10712
XLM-R_base,1,1,2520
XLM-R_base,1,2,2518
XLM-R_base,1,4,2518
XLM-R_base,1,8,2518
XLM-R_base,1,16,2520
XLM-R_base,1,32,2552
XLM-R_base,1,64,2584
XLM-R_base,1,128,2646
XLM-R_base,1,256,2772
XLM-R_base,1,512,3020
XLM-R_base,2,1,2518
XLM-R_base,2,2,2518
XLM-R_base,2,4,2518
XLM-R_base,2,8,2520
XLM-R_base,2,16,2552
XLM-R_base,2,32,2584
XLM-R_base,2,64,2646
XLM-R_base,2,128,2772
XLM-R_base,2,256,3008
XLM-R_base,2,512,3588
XLM-R_base,4,1,2518
XLM-R_base,4,2,2518
XLM-R_base,4,4,2520
XLM-R_base,4,8,2552
XLM-R_base,4,16,2584
XLM-R_base,4,32,2646
XLM-R_base,4,64,2774
XLM-R_base,4,128,3008
XLM-R_base,4,256,3528
XLM-R_base,4,512,4608
XLM-R_base,8,1,2518
XLM-R_base,8,2,2520
XLM-R_base,8,4,2552
XLM-R_base,8,8,2584
XLM-R_base,8,16,2646
XLM-R_base,8,32,2772
XLM-R_base,8,64,3008
XLM-R_base,8,128,3528
XLM-R_base,8,256,4560
XLM-R_base,8,512,6690
XLM-R_base,16,1,2520
XLM-R_base,16,2,2552
XLM-R_base,16,4,2584
XLM-R_base,16,8,2646
XLM-R_base,16,16,2772
XLM-R_base,16,32,3010
XLM-R_base,16,64,3540
XLM-R_base,16,128,4572
XLM-R_base,16,256,6594
XLM-R_base,16,512,10884
XLM-R_base,32,1,2552
XLM-R_base,32,2,2584
XLM-R_base,32,4,2646
XLM-R_base,32,8,2772
XLM-R_base,32,16,3010
XLM-R_base,32,32,3528
XLM-R_base,32,64,4560
XLM-R_base,32,128,6630
XLM-R_base,32,256,10692
XLM-R_base,32,512,19250
XLM-R_large,1,1,3552
XLM-R_large,1,2,3552
XLM-R_large,1,4,3552
XLM-R_large,1,8,3552
XLM-R_large,1,16,3568
XLM-R_large,1,32,3586
XLM-R_large,1,64,3618
XLM-R_large,1,128,3680
XLM-R_large,1,256,3804
XLM-R_large,1,512,4098
XLM-R_large,2,1,3552
XLM-R_large,2,2,3552
XLM-R_large,2,4,3552
XLM-R_large,2,8,3568
XLM-R_large,2,16,3586
XLM-R_large,2,32,3616
XLM-R_large,2,64,3680
XLM-R_large,2,128,3804
XLM-R_large,2,256,4082
XLM-R_large,2,512,4614
XLM-R_large,4,1,3552
XLM-R_large,4,2,3552
XLM-R_large,4,4,3568
XLM-R_large,4,8,3586
XLM-R_large,4,16,3616
XLM-R_large,4,32,3680
XLM-R_large,4,64,3806
XLM-R_large,4,128,4062
XLM-R_large,4,256,4582
XLM-R_large,4,512,5694
XLM-R_large,8,1,3552
XLM-R_large,8,2,3568
XLM-R_large,8,4,3586
XLM-R_large,8,8,3616
XLM-R_large,8,16,3680
XLM-R_large,8,32,3806
XLM-R_large,8,64,4082
XLM-R_large,8,128,4586
XLM-R_large,8,256,5630
XLM-R_large,8,512,7828
XLM-R_large,16,1,3568
XLM-R_large,16,2,3586
XLM-R_large,16,4,3616
XLM-R_large,16,8,3678
XLM-R_large,16,16,3804
XLM-R_large,16,32,4064
XLM-R_large,16,64,4586
XLM-R_large,16,128,5666
XLM-R_large,16,256,7700
XLM-R_large,16,512,12102
XLM-R_large,32,1,3586
XLM-R_large,32,2,3616
XLM-R_large,32,4,3678
XLM-R_large,32,8,3804
XLM-R_large,32,16,4062
XLM-R_large,32,32,4582
XLM-R_large,32,64,5650
XLM-R_large,32,128,7748
XLM-R_large,32,256,11846
XLM-R_large,32,512,20650
GPT-2,1,1,1944
GPT-2,1,2,1944
GPT-2,1,4,1944
GPT-2,1,8,1944
GPT-2,1,16,1946
GPT-2,1,32,1950
GPT-2,1,64,1970
GPT-2,1,128,1974
GPT-2,1,256,2042
GPT-2,1,512,2128
GPT-2,2,1,1944
GPT-2,2,2,1944
GPT-2,2,4,1944
GPT-2,2,8,1946
GPT-2,2,16,1950
GPT-2,2,32,1970
GPT-2,2,64,1972
GPT-2,2,128,2040
GPT-2,2,256,2124
GPT-2,2,512,2318
GPT-2,4,1,1944
GPT-2,4,2,1944
GPT-2,4,4,1946
GPT-2,4,8,1950
GPT-2,4,16,1970
GPT-2,4,32,1972
GPT-2,4,64,2040
GPT-2,4,128,2124
GPT-2,4,256,2318
GPT-2,4,512,2736
GPT-2,8,1,1944
GPT-2,8,2,1946
GPT-2,8,4,1950
GPT-2,8,8,1970
GPT-2,8,16,1972
GPT-2,8,32,2040
GPT-2,8,64,2124
GPT-2,8,128,2318
GPT-2,8,256,2712
GPT-2,8,512,3594
GPT-2,16,1,1946
GPT-2,16,2,1950
GPT-2,16,4,1970
GPT-2,16,8,1972
GPT-2,16,16,2040
GPT-2,16,32,2126
GPT-2,16,64,2318
GPT-2,16,128,2724
GPT-2,16,256,3546
GPT-2,16,512,5244
GPT-2,32,1,1950
GPT-2,32,2,1970
GPT-2,32,4,1972
GPT-2,32,8,2040
GPT-2,32,16,2124
GPT-2,32,32,2318
GPT-2,32,64,2708
GPT-2,32,128,3594
GPT-2,32,256,5148
GPT-2,32,512,8542
BART_large,1,1,2962
BART_large,1,2,2964
BART_large,1,4,2964
BART_large,1,8,2964
BART_large,1,16,2966
BART_large,1,32,2970
BART_large,1,64,2978
BART_large,1,128,2992
BART_large,1,256,3038
BART_large,1,512,3112
BART_large,2,1,2964
BART_large,2,2,2964
BART_large,2,4,2964
BART_large,2,8,2966
BART_large,2,16,2970
BART_large,2,32,2978
BART_large,2,64,2990
BART_large,2,128,3038
BART_large,2,256,3084
BART_large,2,512,3258
BART_large,4,1,2964
BART_large,4,2,2964
BART_large,4,4,2966
BART_large,4,8,2970
BART_large,4,16,2978
BART_large,4,32,2990
BART_large,4,64,3038
BART_large,4,128,3084
BART_large,4,256,3228
BART_large,4,512,3534
BART_large,8,1,2964
BART_large,8,2,2966
BART_large,8,4,2970
BART_large,8,8,2978
BART_large,8,16,2990
BART_large,8,32,3038
BART_large,8,64,3082
BART_large,8,128,3212
BART_large,8,256,3472
BART_large,8,512,4210
BART_large,16,1,2966
BART_large,16,2,2970
BART_large,16,4,2978
BART_large,16,8,2990
BART_large,16,16,3038
BART_large,16,32,3084
BART_large,16,64,3228
BART_large,16,128,3472
BART_large,16,256,4020
BART_large,16,512,5458
BART_large,32,1,2970
BART_large,32,2,2978
BART_large,32,4,2990
BART_large,32,8,3038
BART_large,32,16,3084
BART_large,32,32,3210
BART_large,32,64,3492
BART_large,32,128,3956
BART_large,32,256,5076
BART_large,32,512,7954
mBART_large,1,1,3746
mBART_large,1,2,3744
mBART_large,1,4,3744
mBART_large,1,8,3766
mBART_large,1,16,3780
mBART_large,1,32,3816
mBART_large,1,64,3884
mBART_large,1,128,4022
mBART_large,1,256,4312
mBART_large,1,512,4872
mBART_large,2,1,3744
mBART_large,2,2,3744
mBART_large,2,4,3766
mBART_large,2,8,3780
mBART_large,2,16,3816
mBART_large,2,32,3884
mBART_large,2,64,4020
mBART_large,2,128,4312
mBART_large,2,256,4866
mBART_large,2,512,5996
mBART_large,4,1,3744
mBART_large,4,2,3766
mBART_large,4,4,3780
mBART_large,4,8,3816
mBART_large,4,16,3884
mBART_large,4,32,4020
mBART_large,4,64,4312
mBART_large,4,128,4864
mBART_large,4,256,5966
mBART_large,4,512,8244
mBART_large,8,1,3766
mBART_large,8,2,3780
mBART_large,8,4,3816
mBART_large,8,8,3884
mBART_large,8,16,4020
mBART_large,8,32,4312
mBART_large,8,64,4864
mBART_large,8,128,5952
mBART_large,8,256,8180
mBART_large,8,512,12824
mBART_large,16,1,3780
mBART_large,16,2,3816
mBART_large,16,4,3884
mBART_large,16,8,4020
mBART_large,16,16,4312
mBART_large,16,32,4866
mBART_large,16,64,5964
mBART_large,16,128,8182
mBART_large,16,256,12632
mBART_large,16,512,21900
mBART_large,32,1,3816
mBART_large,32,2,3884
mBART_large,32,4,4020
mBART_large,32,8,4312
mBART_large,32,16,4864
mBART_large,32,32,5964
mBART_large,32,64,8200
mBART_large,32,128,12568
mBART_large,32,256,21516
mBART_large,32,512,40056
